index		a[]	+	b[]	=	c[]
1152		420	+	770	=	0
1153		22	+	273	=	0
1154		841	+	686	=	0
1155		888	+	917	=	0
1156		717	+	892	=	0
1157		698	+	267	=	0
1158		749	+	65	=	0
1159		389	+	932	=	0
1160		619	+	81	=	0
1161		3	+	130	=	0
1162		28	+	631	=	0
1163		589	+	152	=	0
1164		630	+	172	=	0
1165		864	+	407	=	0
1166		295	+	428	=	0
1167		681	+	490	=	0
1168		610	+	177	=	0
1169		71	+	236	=	0
1170		459	+	643	=	0
1171		840	+	633	=	0
1172		37	+	893	=	0
1173		630	+	274	=	0
1174		993	+	782	=	0
1175		203	+	461	=	0
1176		290	+	662	=	0
1177		307	+	997	=	0
1178		151	+	423	=	0
1179		890	+	717	=	0
1180		640	+	703	=	0
1181		566	+	883	=	0
1182		661	+	659	=	0
1183		245	+	386	=	0
1184		651	+	765	=	0
1185		601	+	840	=	0
1186		209	+	497	=	0
1187		283	+	250	=	0
1188		58	+	421	=	0
1189		175	+	581	=	0
1190		787	+	271	=	0
1191		287	+	999	=	0
1192		504	+	979	=	0
1193		138	+	700	=	0
1194		530	+	461	=	0
1195		118	+	205	=	0
1196		540	+	828	=	0
1197		459	+	622	=	0
1198		398	+	760	=	0
1199		98	+	935	=	0
1200		481	+	614	=	0
1201		567	+	493	=	0
1202		596	+	161	=	0
1203		746	+	538	=	0
1204		670	+	538	=	0
1205		476	+	555	=	0
1206		917	+	371	=	0
1207		760	+	752	=	0
1208		758	+	433	=	0
1209		255	+	65	=	0
1210		726	+	401	=	0
1211		34	+	759	=	0
1212		393	+	548	=	0
1213		273	+	792	=	0
1214		193	+	933	=	0
1215		137	+	103	=	0
1216		690	+	211	=	0
1217		694	+	668	=	0
1218		627	+	498	=	0
1219		989	+	248	=	0
1220		879	+	647	=	0
1221		149	+	931	=	0
1222		669	+	875	=	0
1223		598	+	449	=	0
1224		436	+	599	=	0
1225		123	+	443	=	0
1226		731	+	154	=	0
1227		861	+	434	=	0
1228		385	+	967	=	0
1229		816	+	393	=	0
1230		704	+	866	=	0
1231		953	+	308	=	0
1232		223	+	684	=	0
1233		792	+	667	=	0
1234		48	+	469	=	0
1235		930	+	811	=	0
1236		814	+	90	=	0
1237		427	+	743	=	0
1238		604	+	599	=	0
1239		474	+	195	=	0
1240		506	+	158	=	0
1241		589	+	858	=	0
1242		809	+	889	=	0
1243		447	+	40	=	0
1244		818	+	364	=	0
1245		975	+	26	=	0
1246		89	+	503	=	0
1247		66	+	412	=	0
1248		840	+	570	=	0
1249		676	+	395	=	0
1250		641	+	986	=	0
1251		651	+	109	=	0
1252		187	+	83	=	0
1253		85	+	390	=	0
1254		250	+	686	=	0
1255		755	+	381	=	0
1256		128	+	502	=	0
1257		277	+	862	=	0
1258		424	+	565	=	0
1259		872	+	832	=	0
1260		885	+	428	=	0
1261		646	+	889	=	0
1262		478	+	883	=	0
1263		925	+	265	=	0
1264		260	+	45	=	0
1265		778	+	821	=	0
1266		855	+	520	=	0
1267		927	+	773	=	0
1268		134	+	251	=	0
1269		675	+	336	=	0
1270		334	+	1	=	0
1271		737	+	310	=	0
1272		974	+	590	=	0
1273		356	+	71	=	0
1274		80	+	935	=	0
1275		145	+	282	=	0
1276		825	+	718	=	0
1277		573	+	712	=	0
1278		37	+	998	=	0
1279		905	+	162	=	0
1280		717	+	692	=	0
1281		539	+	47	=	0
1282		946	+	103	=	0
1283		231	+	115	=	0
1284		839	+	858	=	0
1285		829	+	645	=	0
1286		394	+	199	=	0
1287		645	+	272	=	0
1288		675	+	862	=	0
1289		72	+	773	=	0
1290		480	+	238	=	0
1291		897	+	542	=	0
1292		608	+	203	=	0
1293		277	+	125	=	0
1294		134	+	401	=	0
1295		78	+	382	=	0
1296		169	+	736	=	0
1297		478	+	939	=	0
1298		138	+	721	=	0
1299		426	+	663	=	0
1300		677	+	575	=	0
1301		724	+	981	=	0
1302		700	+	961	=	0
1303		862	+	2	=	0
1304		448	+	95	=	0
1305		684	+	16	=	0
1306		137	+	507	=	0
1307		993	+	284	=	0
1308		944	+	259	=	0
1309		821	+	58	=	0
1310		643	+	668	=	0
1311		677	+	119	=	0
1312		857	+	41	=	0
1313		891	+	264	=	0
1314		623	+	915	=	0
1315		72	+	929	=	0
1316		841	+	715	=	0
1317		615	+	536	=	0
1318		957	+	759	=	0
1319		700	+	452	=	0
1320		93	+	241	=	0
1321		829	+	448	=	0
1322		227	+	798	=	0
1323		224	+	324	=	0
1324		274	+	133	=	0
1325		885	+	38	=	0
1326		170	+	862	=	0
1327		629	+	84	=	0
1328		909	+	878	=	0
1329		923	+	85	=	0
1330		400	+	24	=	0
1331		193	+	105	=	0
1332		412	+	765	=	0
1333		767	+	407	=	0
1334		677	+	784	=	0
1335		704	+	790	=	0
1336		834	+	891	=	0
1337		621	+	85	=	0
1338		734	+	190	=	0
1339		542	+	998	=	0
1340		86	+	18	=	0
1341		621	+	424	=	0
1342		597	+	376	=	0
1343		254	+	669	=	0
1344		108	+	927	=	0
1345		493	+	68	=	0
1346		366	+	102	=	0
1347		438	+	600	=	0
1348		819	+	318	=	0
1349		290	+	984	=	0
1350		339	+	556	=	0
1351		808	+	632	=	0
1352		478	+	814	=	0
1353		787	+	239	=	0
1354		74	+	20	=	0
1355		827	+	554	=	0
1356		988	+	441	=	0
1357		798	+	642	=	0
1358		2	+	321	=	0
1359		104	+	946	=	0
1360		56	+	509	=	0
1361		833	+	708	=	0
1362		761	+	533	=	0
1363		686	+	804	=	0
1364		385	+	142	=	0
1365		842	+	260	=	0
1366		161	+	620	=	0
1367		343	+	578	=	0
1368		187	+	113	=	0
1369		63	+	591	=	0
1370		934	+	415	=	0
1371		656	+	761	=	0
1372		12	+	411	=	0
1373		959	+	251	=	0
1374		738	+	370	=	0
1375		124	+	507	=	0
1376		7	+	584	=	0
1377		951	+	101	=	0
1378		489	+	958	=	0
1379		441	+	790	=	0
1380		13	+	412	=	0
1381		855	+	60	=	0
1382		93	+	472	=	0
1383		402	+	676	=	0
1384		543	+	373	=	0
1385		266	+	651	=	0
1386		275	+	528	=	0
1387		532	+	761	=	0
1388		469	+	503	=	0
1389		729	+	107	=	0
1390		892	+	451	=	0
1391		953	+	392	=	0
1392		570	+	519	=	0
1393		472	+	407	=	0
1394		494	+	505	=	0
1395		440	+	383	=	0
1396		262	+	409	=	0
1397		607	+	38	=	0
1398		360	+	471	=	0
1399		171	+	654	=	0
1400		947	+	514	=	0
1401		523	+	229	=	0
1402		489	+	766	=	0
1403		887	+	756	=	0
1404		632	+	470	=	0
1405		739	+	666	=	0
1406		522	+	283	=	0
1407		160	+	553	=	0
1408		705	+	91	=	0
1409		259	+	386	=	0
1410		687	+	629	=	0
1411		42	+	317	=	0
1412		45	+	356	=	0
1413		388	+	452	=	0
1414		154	+	466	=	0
1415		833	+	760	=	0
1416		919	+	631	=	0
1417		738	+	267	=	0
1418		776	+	98	=	0
1419		314	+	320	=	0
1420		53	+	7	=	0
1421		469	+	216	=	0
1422		722	+	842	=	0
1423		7	+	463	=	0
1424		260	+	947	=	0
1425		793	+	630	=	0
1426		717	+	43	=	0
1427		376	+	314	=	0
1428		626	+	117	=	0
1429		334	+	620	=	0
1430		171	+	792	=	0
1431		964	+	154	=	0
1432		866	+	693	=	0
1433		664	+	775	=	0
1434		0	+	212	=	0
1435		100	+	551	=	0
1436		476	+	379	=	0
1437		943	+	877	=	0
1438		789	+	361	=	0
1439		385	+	272	=	0
1440		434	+	144	=	0
1441		561	+	563	=	0
1442		504	+	946	=	0
1443		888	+	308	=	0
1444		157	+	430	=	0
1445		123	+	464	=	0
1446		74	+	346	=	0
1447		837	+	981	=	0
1448		318	+	611	=	0
1449		292	+	591	=	0
1450		832	+	123	=	0
1451		461	+	991	=	0
1452		461	+	330	=	0
1453		498	+	369	=	0
1454		291	+	400	=	0
1455		179	+	117	=	0
1456		317	+	914	=	0
1457		595	+	441	=	0
1458		936	+	867	=	0
1459		28	+	453	=	0
1460		909	+	973	=	0
1461		981	+	503	=	0
1462		569	+	816	=	0
1463		883	+	367	=	0
1464		385	+	402	=	0
1465		230	+	157	=	0
1466		681	+	567	=	0
1467		310	+	866	=	0
1468		687	+	171	=	0
1469		477	+	245	=	0
1470		764	+	238	=	0
1471		671	+	47	=	0
1472		115	+	592	=	0
1473		311	+	657	=	0
1474		405	+	53	=	0
1475		171	+	580	=	0
1476		740	+	530	=	0
1477		675	+	320	=	0
1478		790	+	377	=	0
1479		998	+	586	=	0
1480		604	+	489	=	0
1481		631	+	744	=	0
1482		388	+	610	=	0
1483		718	+	919	=	0
1484		259	+	927	=	0
1485		609	+	119	=	0
1486		479	+	716	=	0
1487		300	+	396	=	0
1488		853	+	458	=	0
1489		830	+	593	=	0
1490		806	+	849	=	0
1491		854	+	272	=	0
1492		160	+	294	=	0
1493		54	+	333	=	0
1494		146	+	229	=	0
1495		471	+	428	=	0
1496		559	+	241	=	0
1497		421	+	688	=	0
1498		366	+	33	=	0
1499		685	+	270	=	0
1500		329	+	261	=	0
1501		860	+	208	=	0
1502		982	+	162	=	0
1503		506	+	878	=	0
1504		979	+	897	=	0
1505		887	+	538	=	0
1506		469	+	783	=	0
1507		540	+	795	=	0
1508		266	+	633	=	0
1509		509	+	557	=	0
1510		317	+	134	=	0
1511		53	+	135	=	0
1512		258	+	593	=	0
1513		843	+	693	=	0
1514		466	+	951	=	0
1515		140	+	94	=	0
1516		937	+	174	=	0
1517		512	+	97	=	0
1518		551	+	695	=	0
1519		817	+	492	=	0
1520		292	+	237	=	0
1521		530	+	613	=	0
1522		296	+	710	=	0
1523		389	+	628	=	0
1524		809	+	786	=	0
1525		744	+	840	=	0
1526		182	+	569	=	0
1527		120	+	393	=	0
1528		292	+	962	=	0
1529		214	+	527	=	0
1530		807	+	194	=	0
1531		705	+	713	=	0
1532		11	+	913	=	0
1533		693	+	664	=	0
1534		203	+	995	=	0
1535		762	+	381	=	0
1536		946	+	909	=	0
1537		48	+	768	=	0
1538		624	+	511	=	0
1539		954	+	235	=	0
1540		127	+	633	=	0
1541		240	+	862	=	0
1542		127	+	577	=	0
1543		817	+	340	=	0
1544		142	+	100	=	0
1545		400	+	558	=	0
1546		476	+	154	=	0
1547		935	+	430	=	0
1548		831	+	295	=	0
1549		537	+	623	=	0
1550		922	+	927	=	0
1551		29	+	211	=	0
1552		211	+	754	=	0
1553		880	+	253	=	0
1554		293	+	321	=	0
1555		785	+	528	=	0
1556		443	+	0	=	0
1557		555	+	671	=	0
1558		270	+	452	=	0
1559		375	+	631	=	0
1560		640	+	934	=	0
1561		40	+	986	=	0
1562		834	+	248	=	0
1563		539	+	765	=	0
1564		796	+	312	=	0
1565		262	+	52	=	0
1566		731	+	987	=	0
1567		464	+	557	=	0
1568		248	+	556	=	0
1569		170	+	450	=	0
1570		182	+	301	=	0
1571		293	+	99	=	0
1572		332	+	44	=	0
1573		331	+	75	=	0
1574		4	+	50	=	0
1575		26	+	66	=	0
1576		738	+	801	=	0
1577		623	+	843	=	0
1578		441	+	380	=	0
1579		695	+	918	=	0
1580		659	+	363	=	0
1581		628	+	329	=	0
1582		88	+	854	=	0
1583		613	+	979	=	0
1584		569	+	666	=	0
1585		679	+	577	=	0
1586		837	+	402	=	0
1587		115	+	292	=	0
1588		723	+	872	=	0
1589		448	+	323	=	0
1590		153	+	948	=	0
1591		395	+	197	=	0
1592		508	+	908	=	0
1593		411	+	993	=	0
1594		665	+	781	=	0
1595		202	+	610	=	0
1596		828	+	256	=	0
1597		705	+	965	=	0
1598		23	+	769	=	0
1599		715	+	253	=	0
1600		805	+	684	=	0
1601		478	+	145	=	0
1602		840	+	833	=	0
1603		285	+	900	=	0
1604		968	+	994	=	0
1605		633	+	885	=	0
1606		348	+	281	=	0
1607		32	+	256	=	0
1608		910	+	872	=	0
1609		982	+	901	=	0
1610		306	+	635	=	0
1611		860	+	471	=	0
1612		527	+	137	=	0
1613		343	+	768	=	0
1614		233	+	995	=	0
1615		171	+	603	=	0
1616		942	+	11	=	0
1617		879	+	34	=	0
1618		512	+	593	=	0
1619		530	+	161	=	0
1620		234	+	258	=	0
1621		926	+	906	=	0
1622		191	+	443	=	0
1623		188	+	227	=	0
1624		719	+	484	=	0
1625		224	+	93	=	0
1626		435	+	224	=	0
1627		94	+	582	=	0
1628		867	+	627	=	0
1629		5	+	146	=	0
1630		686	+	589	=	0
1631		540	+	237	=	0
1632		850	+	759	=	0
1633		578	+	956	=	0
1634		677	+	403	=	0
1635		42	+	300	=	0
1636		811	+	225	=	0
1637		143	+	595	=	0
1638		16	+	615	=	0
1639		804	+	6	=	0
1640		368	+	641	=	0
1641		335	+	698	=	0
1642		325	+	313	=	0
1643		23	+	312	=	0
1644		618	+	457	=	0
1645		396	+	339	=	0
1646		86	+	94	=	0
1647		846	+	43	=	0
1648		522	+	911	=	0
1649		280	+	455	=	0
1650		358	+	847	=	0
1651		870	+	990	=	0
1652		873	+	327	=	0
1653		413	+	454	=	0
1654		896	+	472	=	0
1655		450	+	241	=	0
1656		641	+	646	=	0
1657		525	+	213	=	0
1658		824	+	929	=	0
1659		695	+	403	=	0
1660		594	+	993	=	0
1661		67	+	187	=	0
1662		640	+	79	=	0
1663		41	+	125	=	0
1664		534	+	860	=	0
1665		0	+	907	=	0
1666		621	+	692	=	0
1667		293	+	117	=	0
1668		717	+	403	=	0
1669		943	+	893	=	0
1670		639	+	11	=	0
1671		925	+	28	=	0
1672		978	+	748	=	0
1673		850	+	892	=	0
1674		444	+	654	=	0
1675		623	+	353	=	0
1676		36	+	547	=	0
1677		346	+	826	=	0
1678		61	+	904	=	0
1679		238	+	571	=	0
1680		886	+	405	=	0
1681		299	+	56	=	0
1682		728	+	267	=	0
1683		751	+	19	=	0
1684		991	+	166	=	0
1685		717	+	846	=	0
1686		93	+	187	=	0
1687		421	+	912	=	0
1688		867	+	299	=	0
1689		444	+	897	=	0
1690		201	+	328	=	0
1691		942	+	104	=	0
1692		768	+	768	=	0
1693		641	+	296	=	0
1694		262	+	720	=	0
1695		244	+	918	=	0
1696		625	+	219	=	0
1697		584	+	174	=	0
1698		984	+	459	=	0
1699		149	+	14	=	0
1700		695	+	503	=	0
1701		32	+	851	=	0
1702		537	+	814	=	0
1703		363	+	651	=	0
1704		219	+	290	=	0
1705		917	+	683	=	0
1706		918	+	584	=	0
1707		252	+	586	=	0
1708		269	+	248	=	0
1709		137	+	397	=	0
1710		424	+	168	=	0
1711		27	+	148	=	0
1712		993	+	382	=	0
1713		271	+	669	=	0
1714		893	+	877	=	0
1715		14	+	104	=	0
1716		484	+	943	=	0
1717		495	+	811	=	0
1718		293	+	892	=	0
1719		798	+	990	=	0
1720		299	+	890	=	0
1721		493	+	74	=	0
1722		549	+	774	=	0
1723		314	+	173	=	0
1724		69	+	218	=	0
1725		865	+	833	=	0
1726		238	+	911	=	0
1727		252	+	463	=	0
1728		508	+	149	=	0
1729		88	+	245	=	0
1730		231	+	920	=	0
1731		106	+	271	=	0
1732		368	+	421	=	0
1733		258	+	157	=	0
1734		647	+	982	=	0
1735		238	+	122	=	0
1736		723	+	906	=	0
1737		706	+	189	=	0
1738		156	+	345	=	0
1739		351	+	923	=	0
1740		118	+	550	=	0
1741		97	+	836	=	0
1742		591	+	406	=	0
1743		510	+	813	=	0
1744		651	+	880	=	0
1745		844	+	743	=	0
1746		741	+	245	=	0
1747		578	+	949	=	0
1748		705	+	514	=	0
1749		785	+	227	=	0
1750		624	+	204	=	0
1751		356	+	917	=	0
1752		227	+	555	=	0
1753		102	+	286	=	0
1754		468	+	698	=	0
1755		979	+	411	=	0
1756		489	+	758	=	0
1757		490	+	775	=	0
1758		410	+	132	=	0
1759		89	+	296	=	0
1760		950	+	112	=	0
1761		122	+	529	=	0
1762		672	+	836	=	0
1763		277	+	553	=	0
1764		976	+	670	=	0
1765		85	+	652	=	0
1766		751	+	397	=	0
1767		751	+	1	=	0
1768		435	+	693	=	0
1769		72	+	916	=	0
1770		716	+	328	=	0
1771		511	+	125	=	0
1772		838	+	296	=	0
1773		939	+	544	=	0
1774		56	+	826	=	0
1775		902	+	758	=	0
1776		588	+	21	=	0
1777		586	+	108	=	0
1778		777	+	628	=	0
1779		979	+	947	=	0
1780		549	+	280	=	0
1781		245	+	128	=	0
1782		62	+	426	=	0
1783		719	+	677	=	0
1784		91	+	47	=	0
1785		785	+	231	=	0
1786		406	+	684	=	0
1787		954	+	769	=	0
1788		709	+	956	=	0
1789		421	+	945	=	0
1790		465	+	16	=	0
1791		860	+	497	=	0
1792		335	+	190	=	0
1793		677	+	49	=	0
1794		5	+	886	=	0
1795		388	+	675	=	0
1796		143	+	377	=	0
1797		130	+	487	=	0
1798		555	+	482	=	0
1799		253	+	0	=	0
1800		754	+	289	=	0
1801		488	+	215	=	0
1802		8	+	310	=	0
1803		940	+	799	=	0
1804		997	+	707	=	0
1805		454	+	304	=	0
1806		237	+	485	=	0
1807		499	+	792	=	0
1808		613	+	612	=	0
1809		682	+	983	=	0
1810		351	+	129	=	0
1811		137	+	33	=	0
1812		600	+	864	=	0
1813		683	+	857	=	0
1814		968	+	710	=	0
1815		968	+	708	=	0
1816		641	+	732	=	0
1817		437	+	684	=	0
1818		499	+	701	=	0
1819		869	+	583	=	0
1820		256	+	692	=	0
1821		640	+	87	=	0
1822		12	+	810	=	0
1823		820	+	835	=	0
1824		663	+	615	=	0
1825		897	+	677	=	0
1826		774	+	134	=	0
1827		553	+	533	=	0
1828		878	+	286	=	0
1829		624	+	734	=	0
1830		75	+	349	=	0
1831		712	+	984	=	0
1832		624	+	792	=	0
1833		504	+	822	=	0
1834		55	+	913	=	0
1835		462	+	473	=	0
1836		84	+	160	=	0
1837		122	+	53	=	0
1838		397	+	822	=	0
1839		750	+	337	=	0
1840		917	+	6	=	0
1841		931	+	197	=	0
1842		505	+	236	=	0
1843		357	+	599	=	0
1844		290	+	898	=	0
1845		985	+	447	=	0
1846		84	+	592	=	0
1847		725	+	996	=	0
1848		855	+	828	=	0
1849		338	+	342	=	0
1850		428	+	795	=	0
1851		742	+	37	=	0
1852		506	+	767	=	0
1853		53	+	793	=	0
1854		505	+	146	=	0
1855		609	+	924	=	0
1856		854	+	465	=	0
1857		239	+	206	=	0
1858		209	+	492	=	0
1859		499	+	175	=	0
1860		36	+	61	=	0
1861		647	+	618	=	0
1862		13	+	727	=	0
1863		712	+	896	=	0
1864		909	+	841	=	0
1865		130	+	90	=	0
1866		34	+	915	=	0
1867		286	+	523	=	0
1868		666	+	344	=	0
1869		736	+	37	=	0
1870		416	+	893	=	0
1871		949	+	971	=	0
1872		844	+	777	=	0
1873		285	+	200	=	0
1874		590	+	285	=	0
1875		325	+	118	=	0
1876		668	+	6	=	0
1877		729	+	8	=	0
1878		541	+	225	=	0
1879		536	+	980	=	0
1880		716	+	470	=	0
1881		384	+	747	=	0
1882		328	+	936	=	0
1883		204	+	700	=	0
1884		523	+	364	=	0
1885		411	+	40	=	0
1886		250	+	504	=	0
1887		483	+	766	=	0
1888		141	+	670	=	0
1889		845	+	506	=	0
1890		88	+	256	=	0
1891		107	+	266	=	0
1892		857	+	678	=	0
1893		199	+	674	=	0
1894		155	+	191	=	0
1895		990	+	832	=	0
1896		858	+	996	=	0
1897		917	+	290	=	0
1898		967	+	707	=	0
1899		234	+	246	=	0
1900		462	+	402	=	0
1901		239	+	426	=	0
1902		95	+	906	=	0
1903		314	+	350	=	0
1904		586	+	279	=	0
1905		776	+	822	=	0
1906		879	+	301	=	0
1907		812	+	676	=	0
1908		164	+	357	=	0
1909		570	+	38	=	0
1910		312	+	144	=	0
1911		561	+	180	=	0
1912		200	+	643	=	0
1913		856	+	61	=	0
1914		647	+	939	=	0
1915		808	+	290	=	0
1916		452	+	979	=	0
1917		618	+	419	=	0
1918		7	+	284	=	0
1919		547	+	977	=	0
1920		675	+	613	=	0
1921		709	+	371	=	0
1922		642	+	339	=	0
1923		336	+	621	=	0
1924		501	+	34	=	0
1925		129	+	358	=	0
1926		436	+	469	=	0
1927		897	+	504	=	0
1928		798	+	202	=	0
1929		105	+	238	=	0
1930		32	+	65	=	0
1931		516	+	481	=	0
1932		579	+	23	=	0
1933		727	+	771	=	0
1934		313	+	382	=	0
1935		140	+	816	=	0
1936		488	+	319	=	0
1937		589	+	513	=	0
1938		259	+	851	=	0
1939		271	+	283	=	0
1940		364	+	38	=	0
1941		12	+	184	=	0
1942		759	+	501	=	0
1943		574	+	733	=	0
1944		59	+	714	=	0
1945		649	+	595	=	0
1946		522	+	541	=	0
1947		416	+	377	=	0
1948		52	+	565	=	0
1949		891	+	138	=	0
1950		310	+	967	=	0
1951		55	+	787	=	0
1952		224	+	222	=	0
1953		439	+	441	=	0
1954		648	+	804	=	0
1955		834	+	368	=	0
1956		441	+	872	=	0
1957		668	+	974	=	0
1958		176	+	137	=	0
1959		633	+	241	=	0
1960		745	+	18	=	0
1961		15	+	974	=	0
1962		252	+	846	=	0
1963		956	+	524	=	0
1964		966	+	581	=	0
1965		144	+	240	=	0
1966		334	+	296	=	0
1967		876	+	27	=	0
1968		205	+	18	=	0
1969		291	+	641	=	0
1970		465	+	191	=	0
1971		471	+	259	=	0
1972		700	+	217	=	0
1973		16	+	943	=	0
1974		624	+	64	=	0
1975		505	+	157	=	0
1976		502	+	666	=	0
1977		275	+	46	=	0
1978		632	+	789	=	0
1979		46	+	145	=	0
1980		3	+	152	=	0
1981		901	+	326	=	0
1982		153	+	184	=	0
1983		649	+	350	=	0
1984		405	+	346	=	0
1985		25	+	970	=	0
1986		336	+	795	=	0
1987		793	+	323	=	0
1988		532	+	856	=	0
1989		896	+	210	=	0
1990		776	+	692	=	0
1991		550	+	290	=	0
1992		795	+	852	=	0
1993		350	+	315	=	0
1994		36	+	361	=	0
1995		760	+	984	=	0
1996		729	+	534	=	0
1997		50	+	82	=	0
1998		806	+	936	=	0
1999		584	+	790	=	0
2000		617	+	182	=	0
2001		66	+	116	=	0
2002		388	+	425	=	0
2003		101	+	610	=	0
2004		450	+	982	=	0
2005		621	+	193	=	0
2006		38	+	754	=	0
2007		593	+	895	=	0
2008		280	+	638	=	0
2009		167	+	420	=	0
2010		345	+	883	=	0
2011		865	+	696	=	0
2012		833	+	390	=	0
2013		632	+	189	=	0
2014		839	+	183	=	0
2015		817	+	129	=	0
2016		753	+	679	=	0
2017		613	+	600	=	0
2018		252	+	145	=	0
2019		861	+	151	=	0
2020		318	+	963	=	0
2021		813	+	907	=	0
2022		554	+	476	=	0
2023		617	+	211	=	0
2024		429	+	264	=	0
2025		966	+	531	=	0
2026		942	+	698	=	0
2027		522	+	155	=	0
2028		587	+	257	=	0
2029		158	+	464	=	0
2030		762	+	510	=	0
2031		946	+	65	=	0
2032		380	+	165	=	0
2033		946	+	540	=	0
2034		297	+	42	=	0
2035		464	+	194	=	0
2036		584	+	270	=	0
2037		715	+	200	=	0
2038		206	+	106	=	0
2039		302	+	696	=	0
2040		833	+	611	=	0
2041		67	+	415	=	0
2042		645	+	175	=	0
2043		354	+	448	=	0
2044		919	+	79	=	0
2045		988	+	321	=	0
2046		592	+	597	=	0
2047		197	+	509	=	0
2048		652	+	71	=	0
2049		658	+	122	=	0
2050		859	+	997	=	0
2051		999	+	899	=	0
2052		120	+	320	=	0
2053		36	+	984	=	0
2054		912	+	915	=	0
2055		953	+	485	=	0
2056		741	+	199	=	0
2057		567	+	208	=	0
2058		844	+	169	=	0
2059		681	+	879	=	0
2060		108	+	207	=	0
2061		259	+	706	=	0
2062		849	+	75	=	0
2063		26	+	124	=	0
2064		607	+	774	=	0
2065		884	+	128	=	0
2066		546	+	145	=	0
2067		481	+	714	=	0
2068		149	+	168	=	0
2069		338	+	307	=	0
2070		793	+	504	=	0
2071		105	+	697	=	0
2072		217	+	955	=	0
2073		641	+	343	=	0
2074		133	+	97	=	0
2075		679	+	736	=	0
2076		555	+	633	=	0
2077		954	+	930	=	0
2078		252	+	904	=	0
2079		279	+	488	=	0
2080		870	+	754	=	0
2081		72	+	176	=	0
2082		701	+	415	=	0
2083		86	+	231	=	0
2084		480	+	975	=	0
2085		260	+	514	=	0
2086		938	+	657	=	0
2087		990	+	438	=	0
2088		981	+	447	=	0
2089		242	+	618	=	0
2090		70	+	631	=	0
2091		61	+	219	=	0
2092		781	+	990	=	0
2093		833	+	672	=	0
2094		563	+	302	=	0
2095		502	+	928	=	0
2096		721	+	898	=	0
2097		447	+	945	=	0
2098		406	+	222	=	0
2099		686	+	794	=	0
2100		577	+	844	=	0
2101		683	+	547	=	0
2102		240	+	485	=	0
2103		464	+	723	=	0
2104		337	+	653	=	0
2105		168	+	130	=	0
2106		255	+	466	=	0
2107		858	+	512	=	0
2108		656	+	318	=	0
2109		201	+	142	=	0
2110		276	+	506	=	0
2111		702	+	684	=	0
2112		23	+	270	=	0
2113		312	+	250	=	0
2114		475	+	311	=	0
2115		850	+	195	=	0
2116		488	+	520	=	0
2117		101	+	183	=	0
2118		798	+	892	=	0
2119		848	+	784	=	0
2120		245	+	187	=	0
2121		462	+	343	=	0
2122		258	+	859	=	0
2123		871	+	16	=	0
2124		172	+	832	=	0
2125		441	+	683	=	0
2126		88	+	15	=	0
2127		976	+	516	=	0
2128		298	+	39	=	0
2129		283	+	205	=	0
2130		997	+	146	=	0
2131		769	+	675	=	0
2132		917	+	387	=	0
2133		20	+	30	=	0
2134		442	+	735	=	0
2135		389	+	373	=	0
2136		480	+	73	=	0
2137		777	+	786	=	0
2138		381	+	785	=	0
2139		522	+	345	=	0
2140		979	+	85	=	0
2141		713	+	935	=	0
2142		735	+	883	=	0
2143		186	+	96	=	0
2144		648	+	85	=	0
2145		752	+	521	=	0
2146		260	+	982	=	0
2147		636	+	688	=	0
2148		919	+	236	=	0
2149		792	+	65	=	0
2150		278	+	198	=	0
2151		496	+	386	=	0
2152		11	+	976	=	0
2153		547	+	121	=	0
2154		202	+	245	=	0
2155		702	+	564	=	0
2156		539	+	572	=	0
2157		257	+	370	=	0
2158		920	+	654	=	0
2159		359	+	80	=	0
2160		298	+	391	=	0
2161		960	+	510	=	0
2162		591	+	867	=	0
2163		33	+	675	=	0
2164		136	+	499	=	0
2165		775	+	790	=	0
2166		376	+	256	=	0
2167		272	+	703	=	0
2168		86	+	967	=	0
2169		515	+	542	=	0
2170		495	+	566	=	0
2171		456	+	186	=	0
2172		437	+	198	=	0
2173		626	+	364	=	0
2174		85	+	665	=	0
2175		908	+	340	=	0
2176		360	+	814	=	0
2177		154	+	12	=	0
2178		752	+	338	=	0
2179		706	+	525	=	0
2180		630	+	249	=	0
2181		179	+	79	=	0
2182		313	+	838	=	0
2183		517	+	421	=	0
2184		145	+	991	=	0
2185		969	+	839	=	0
2186		308	+	565	=	0
2187		762	+	473	=	0
2188		681	+	970	=	0
2189		147	+	53	=	0
2190		708	+	508	=	0
2191		715	+	429	=	0
2192		66	+	689	=	0
2193		663	+	771	=	0
2194		541	+	259	=	0
2195		631	+	572	=	0
2196		514	+	966	=	0
2197		988	+	170	=	0
2198		168	+	199	=	0
2199		655	+	850	=	0
2200		444	+	936	=	0
2201		278	+	406	=	0
2202		427	+	313	=	0
2203		523	+	371	=	0
2204		327	+	73	=	0
2205		461	+	173	=	0
2206		934	+	102	=	0
2207		587	+	417	=	0
2208		463	+	153	=	0
2209		126	+	595	=	0
2210		495	+	213	=	0
2211		406	+	370	=	0
2212		859	+	305	=	0
2213		496	+	833	=	0
2214		223	+	852	=	0
2215		879	+	519	=	0
2216		126	+	793	=	0
2217		585	+	465	=	0
2218		371	+	444	=	0
2219		107	+	271	=	0
2220		87	+	99	=	0
2221		519	+	596	=	0
2222		715	+	552	=	0
2223		492	+	753	=	0
2224		257	+	590	=	0
2225		959	+	357	=	0
2226		886	+	809	=	0
