index		a[]	+	b[]	=	c[]
1110		683	+	990	=	1673
1111		2	+	568	=	570
1112		422	+	895	=	1317
1113		135	+	8	=	143
1114		361	+	742	=	1103
1115		194	+	699	=	893
1116		188	+	178	=	366
1117		42	+	357	=	399
1118		941	+	847	=	1788
1119		469	+	345	=	814
1120		380	+	913	=	1293
1121		964	+	710	=	1674
1122		61	+	385	=	446
1123		73	+	504	=	577
1124		462	+	703	=	1165
1125		102	+	69	=	171
1126		154	+	529	=	683
1127		552	+	74	=	626
1128		149	+	730	=	879
1129		244	+	844	=	1088
1130		49	+	118	=	167
1131		65	+	363	=	428
1132		552	+	773	=	1325
1133		470	+	731	=	1201
1134		747	+	511	=	1258
1135		869	+	398	=	1267
1136		498	+	103	=	601
1137		352	+	679	=	1031
1138		53	+	43	=	96
1139		522	+	88	=	610
1140		563	+	834	=	1397
1141		850	+	22	=	872
1142		240	+	911	=	1151
1143		492	+	651	=	1143
1144		580	+	477	=	1057
1145		616	+	876	=	1492
1146		178	+	220	=	398
1147		615	+	348	=	963
1148		798	+	179	=	977
1149		635	+	857	=	1492
1150		883	+	662	=	1545
1151		902	+	262	=	1164
1152		420	+	770	=	1190
1153		22	+	273	=	295
1154		841	+	686	=	1527
1155		888	+	917	=	1805
1156		717	+	892	=	1609
1157		698	+	267	=	965
1158		749	+	65	=	814
1159		389	+	932	=	1321
1160		619	+	81	=	700
1161		3	+	130	=	133
1162		28	+	631	=	659
1163		589	+	152	=	741
1164		630	+	172	=	802
1165		864	+	407	=	1271
1166		295	+	428	=	723
1167		681	+	490	=	1171
1168		610	+	177	=	787
1169		71	+	236	=	307
1170		459	+	643	=	1102
1171		840	+	633	=	1473
1172		37	+	893	=	930
1173		630	+	274	=	904
1174		993	+	782	=	1775
1175		203	+	461	=	664
1176		290	+	662	=	952
1177		307	+	997	=	1304
1178		151	+	423	=	574
1179		890	+	717	=	1607
1180		640	+	703	=	1343
1181		566	+	883	=	1449
1182		661	+	659	=	1320
1183		245	+	386	=	631
1184		651	+	765	=	1416
1185		601	+	840	=	1441
1186		209	+	497	=	706
1187		283	+	250	=	533
1188		58	+	421	=	479
1189		175	+	581	=	756
1190		787	+	271	=	1058
1191		287	+	999	=	1286
1192		504	+	979	=	1483
1193		138	+	700	=	838
1194		530	+	461	=	991
1195		118	+	205	=	323
1196		540	+	828	=	1368
1197		459	+	622	=	1081
1198		398	+	760	=	1158
1199		98	+	935	=	1033
1200		481	+	614	=	1095
1201		567	+	493	=	1060
1202		596	+	161	=	757
1203		746	+	538	=	1284
1204		670	+	538	=	1208
1205		476	+	555	=	1031
1206		917	+	371	=	1288
1207		760	+	752	=	1512
1208		758	+	433	=	1191
1209		255	+	65	=	320
1210		726	+	401	=	1127
1211		34	+	759	=	793
1212		393	+	548	=	941
1213		273	+	792	=	1065
1214		193	+	933	=	1126
1215		137	+	103	=	240
1216		690	+	211	=	901
1217		694	+	668	=	1362
1218		627	+	498	=	1125
1219		989	+	248	=	1237
1220		879	+	647	=	1526
1221		149	+	931	=	1080
1222		669	+	875	=	1544
1223		598	+	449	=	1047
1224		436	+	599	=	1035
1225		123	+	443	=	566
1226		731	+	154	=	885
1227		861	+	434	=	1295
1228		385	+	967	=	1352
1229		816	+	393	=	1209
1230		704	+	866	=	1570
1231		953	+	308	=	1261
1232		223	+	684	=	907
1233		792	+	667	=	1459
1234		48	+	469	=	517
1235		930	+	811	=	1741
1236		814	+	90	=	904
1237		427	+	743	=	1170
1238		604	+	599	=	1203
1239		474	+	195	=	669
1240		506	+	158	=	664
1241		589	+	858	=	1447
1242		809	+	889	=	1698
1243		447	+	40	=	487
1244		818	+	364	=	1182
1245		975	+	26	=	1001
1246		89	+	503	=	592
1247		66	+	412	=	478
1248		840	+	570	=	1410
1249		676	+	395	=	1071
1250		641	+	986	=	1627
1251		651	+	109	=	760
1252		187	+	83	=	270
1253		85	+	390	=	475
1254		250	+	686	=	936
1255		755	+	381	=	1136
1256		128	+	502	=	630
1257		277	+	862	=	1139
1258		424	+	565	=	989
1259		872	+	832	=	1704
1260		885	+	428	=	1313
1261		646	+	889	=	1535
1262		478	+	883	=	1361
1263		925	+	265	=	1190
1264		260	+	45	=	305
1265		778	+	821	=	1599
1266		855	+	520	=	1375
1267		927	+	773	=	1700
1268		134	+	251	=	385
1269		675	+	336	=	1011
1270		334	+	1	=	335
1271		737	+	310	=	1047
1272		974	+	590	=	1564
1273		356	+	71	=	427
1274		80	+	935	=	1015
1275		145	+	282	=	427
1276		825	+	718	=	1543
1277		573	+	712	=	1285
1278		37	+	998	=	1035
1279		905	+	162	=	1067
1280		717	+	692	=	1409
1281		539	+	47	=	586
1282		946	+	103	=	1049
1283		231	+	115	=	346
1284		839	+	858	=	1697
1285		829	+	645	=	1474
1286		394	+	199	=	593
1287		645	+	272	=	917
1288		675	+	862	=	1537
1289		72	+	773	=	845
1290		480	+	238	=	718
1291		897	+	542	=	1439
1292		608	+	203	=	811
1293		277	+	125	=	402
1294		134	+	401	=	535
1295		78	+	382	=	460
1296		169	+	736	=	905
1297		478	+	939	=	1417
1298		138	+	721	=	859
1299		426	+	663	=	1089
1300		677	+	575	=	1252
1301		724	+	981	=	1705
1302		700	+	961	=	1661
1303		862	+	2	=	864
1304		448	+	95	=	543
1305		684	+	16	=	700
1306		137	+	507	=	644
1307		993	+	284	=	1277
1308		944	+	259	=	1203
1309		821	+	58	=	879
1310		643	+	668	=	1311
1311		677	+	119	=	796
1312		857	+	41	=	898
1313		891	+	264	=	1155
1314		623	+	915	=	1538
1315		72	+	929	=	1001
1316		841	+	715	=	1556
1317		615	+	536	=	1151
1318		957	+	759	=	1716
1319		700	+	452	=	1152
1320		93	+	241	=	334
1321		829	+	448	=	1277
1322		227	+	798	=	1025
1323		224	+	324	=	548
1324		274	+	133	=	407
1325		885	+	38	=	923
1326		170	+	862	=	1032
1327		629	+	84	=	713
1328		909	+	878	=	1787
1329		923	+	85	=	1008
1330		400	+	24	=	424
1331		193	+	105	=	298
1332		412	+	765	=	1177
1333		767	+	407	=	1174
1334		677	+	784	=	1461
1335		704	+	790	=	1494
1336		834	+	891	=	1725
1337		621	+	85	=	706
1338		734	+	190	=	924
1339		542	+	998	=	1540
1340		86	+	18	=	104
1341		621	+	424	=	1045
1342		597	+	376	=	973
1343		254	+	669	=	923
1344		108	+	927	=	1035
1345		493	+	68	=	561
1346		366	+	102	=	468
1347		438	+	600	=	1038
1348		819	+	318	=	1137
1349		290	+	984	=	1274
1350		339	+	556	=	895
1351		808	+	632	=	1440
1352		478	+	814	=	1292
1353		787	+	239	=	1026
1354		74	+	20	=	94
1355		827	+	554	=	1381
1356		988	+	441	=	1429
1357		798	+	642	=	1440
1358		2	+	321	=	323
1359		104	+	946	=	1050
1360		56	+	509	=	565
1361		833	+	708	=	1541
1362		761	+	533	=	1294
1363		686	+	804	=	1490
1364		385	+	142	=	527
1365		842	+	260	=	1102
1366		161	+	620	=	781
1367		343	+	578	=	921
1368		187	+	113	=	300
1369		63	+	591	=	654
1370		934	+	415	=	1349
1371		656	+	761	=	1417
1372		12	+	411	=	423
1373		959	+	251	=	1210
1374		738	+	370	=	1108
1375		124	+	507	=	631
1376		7	+	584	=	591
1377		951	+	101	=	1052
1378		489	+	958	=	1447
1379		441	+	790	=	1231
1380		13	+	412	=	425
1381		855	+	60	=	915
1382		93	+	472	=	565
1383		402	+	676	=	1078
1384		543	+	373	=	916
1385		266	+	651	=	917
1386		275	+	528	=	803
1387		532	+	761	=	1293
1388		469	+	503	=	972
1389		729	+	107	=	836
1390		892	+	451	=	1343
1391		953	+	392	=	1345
1392		570	+	519	=	1089
1393		472	+	407	=	879
1394		494	+	505	=	999
1395		440	+	383	=	823
1396		262	+	409	=	671
1397		607	+	38	=	645
1398		360	+	471	=	831
1399		171	+	654	=	825
1400		947	+	514	=	1461
1401		523	+	229	=	752
1402		489	+	766	=	1255
1403		887	+	756	=	1643
1404		632	+	470	=	1102
1405		739	+	666	=	1405
1406		522	+	283	=	805
1407		160	+	553	=	713
1408		705	+	91	=	796
1409		259	+	386	=	645
1410		687	+	629	=	1316
1411		42	+	317	=	359
1412		45	+	356	=	401
1413		388	+	452	=	840
1414		154	+	466	=	620
1415		833	+	760	=	1593
1416		919	+	631	=	1550
1417		738	+	267	=	1005
1418		776	+	98	=	874
1419		314	+	320	=	634
1420		53	+	7	=	60
1421		469	+	216	=	685
1422		722	+	842	=	1564
1423		7	+	463	=	470
1424		260	+	947	=	1207
1425		793	+	630	=	1423
1426		717	+	43	=	760
1427		376	+	314	=	690
1428		626	+	117	=	743
1429		334	+	620	=	954
1430		171	+	792	=	963
1431		964	+	154	=	1118
1432		866	+	693	=	1559
1433		664	+	775	=	1439
1434		0	+	212	=	212
1435		100	+	551	=	651
1436		476	+	379	=	855
1437		943	+	877	=	1820
1438		789	+	361	=	1150
1439		385	+	272	=	657
1440		434	+	144	=	578
1441		561	+	563	=	1124
1442		504	+	946	=	1450
1443		888	+	308	=	1196
1444		157	+	430	=	587
1445		123	+	464	=	587
1446		74	+	346	=	420
1447		837	+	981	=	1818
1448		318	+	611	=	929
1449		292	+	591	=	883
1450		832	+	123	=	955
1451		461	+	991	=	1452
1452		461	+	330	=	791
1453		498	+	369	=	867
1454		291	+	400	=	691
1455		179	+	117	=	296
1456		317	+	914	=	1231
1457		595	+	441	=	1036
1458		936	+	867	=	1803
1459		28	+	453	=	481
1460		909	+	973	=	1882
1461		981	+	503	=	1484
1462		569	+	816	=	1385
1463		883	+	367	=	1250
1464		385	+	402	=	787
1465		230	+	157	=	387
1466		681	+	567	=	1248
1467		310	+	866	=	1176
1468		687	+	171	=	858
1469		477	+	245	=	722
1470		764	+	238	=	1002
1471		671	+	47	=	718
1472		115	+	592	=	707
1473		311	+	657	=	968
1474		405	+	53	=	458
1475		171	+	580	=	751
1476		740	+	530	=	1270
1477		675	+	320	=	995
1478		790	+	377	=	1167
1479		998	+	586	=	1584
1480		604	+	489	=	1093
1481		631	+	744	=	1375
1482		388	+	610	=	998
1483		718	+	919	=	1637
1484		259	+	927	=	1186
1485		609	+	119	=	728
1486		479	+	716	=	1195
1487		300	+	396	=	696
1488		853	+	458	=	1311
1489		830	+	593	=	1423
1490		806	+	849	=	1655
1491		854	+	272	=	1126
1492		160	+	294	=	454
1493		54	+	333	=	387
1494		146	+	229	=	375
1495		471	+	428	=	899
1496		559	+	241	=	800
1497		421	+	688	=	1109
1498		366	+	33	=	399
1499		685	+	270	=	955
1500		329	+	261	=	590
1501		860	+	208	=	1068
1502		982	+	162	=	1144
1503		506	+	878	=	1384
1504		979	+	897	=	1876
1505		887	+	538	=	1425
1506		469	+	783	=	1252
1507		540	+	795	=	1335
1508		266	+	633	=	899
1509		509	+	557	=	1066
1510		317	+	134	=	451
1511		53	+	135	=	188
1512		258	+	593	=	851
1513		843	+	693	=	1536
1514		466	+	951	=	1417
1515		140	+	94	=	234
1516		937	+	174	=	1111
1517		512	+	97	=	609
1518		551	+	695	=	1246
1519		817	+	492	=	1309
1520		292	+	237	=	529
1521		530	+	613	=	1143
1522		296	+	710	=	1006
1523		389	+	628	=	1017
1524		809	+	786	=	1595
1525		744	+	840	=	1584
1526		182	+	569	=	751
1527		120	+	393	=	513
1528		292	+	962	=	1254
1529		214	+	527	=	741
1530		807	+	194	=	1001
1531		705	+	713	=	1418
1532		11	+	913	=	924
1533		693	+	664	=	1357
1534		203	+	995	=	1198
1535		762	+	381	=	1143
1536		946	+	909	=	1855
1537		48	+	768	=	816
1538		624	+	511	=	1135
1539		954	+	235	=	1189
1540		127	+	633	=	760
1541		240	+	862	=	1102
1542		127	+	577	=	704
1543		817	+	340	=	1157
1544		142	+	100	=	242
1545		400	+	558	=	958
1546		476	+	154	=	630
1547		935	+	430	=	1365
1548		831	+	295	=	1126
1549		537	+	623	=	1160
1550		922	+	927	=	1849
1551		29	+	211	=	240
1552		211	+	754	=	965
1553		880	+	253	=	1133
1554		293	+	321	=	614
1555		785	+	528	=	1313
1556		443	+	0	=	443
1557		555	+	671	=	1226
1558		270	+	452	=	722
1559		375	+	631	=	1006
1560		640	+	934	=	1574
1561		40	+	986	=	1026
1562		834	+	248	=	1082
1563		539	+	765	=	1304
1564		796	+	312	=	1108
1565		262	+	52	=	314
1566		731	+	987	=	1718
1567		464	+	557	=	1021
1568		248	+	556	=	804
1569		170	+	450	=	620
1570		182	+	301	=	483
1571		293	+	99	=	392
1572		332	+	44	=	376
1573		331	+	75	=	406
1574		4	+	50	=	54
1575		26	+	66	=	92
1576		738	+	801	=	1539
1577		623	+	843	=	1466
1578		441	+	380	=	821
1579		695	+	918	=	1613
1580		659	+	363	=	1022
1581		628	+	329	=	957
1582		88	+	854	=	942
1583		613	+	979	=	1592
1584		569	+	666	=	1235
1585		679	+	577	=	1256
1586		837	+	402	=	1239
1587		115	+	292	=	407
1588		723	+	872	=	1595
1589		448	+	323	=	771
1590		153	+	948	=	1101
1591		395	+	197	=	592
1592		508	+	908	=	1416
1593		411	+	993	=	1404
1594		665	+	781	=	1446
1595		202	+	610	=	812
1596		828	+	256	=	1084
1597		705	+	965	=	1670
1598		23	+	769	=	792
1599		715	+	253	=	968
1600		805	+	684	=	1489
1601		478	+	145	=	623
1602		840	+	833	=	1673
1603		285	+	900	=	1185
1604		968	+	994	=	1962
1605		633	+	885	=	1518
1606		348	+	281	=	629
1607		32	+	256	=	288
1608		910	+	872	=	1782
1609		982	+	901	=	1883
1610		306	+	635	=	941
1611		860	+	471	=	1331
1612		527	+	137	=	664
1613		343	+	768	=	1111
1614		233	+	995	=	1228
1615		171	+	603	=	774
1616		942	+	11	=	953
1617		879	+	34	=	913
1618		512	+	593	=	1105
1619		530	+	161	=	691
1620		234	+	258	=	492
1621		926	+	906	=	1832
1622		191	+	443	=	634
1623		188	+	227	=	415
1624		719	+	484	=	1203
1625		224	+	93	=	317
1626		435	+	224	=	659
1627		94	+	582	=	676
1628		867	+	627	=	1494
1629		5	+	146	=	151
1630		686	+	589	=	1275
1631		540	+	237	=	777
1632		850	+	759	=	1609
1633		578	+	956	=	1534
1634		677	+	403	=	1080
1635		42	+	300	=	342
1636		811	+	225	=	1036
1637		143	+	595	=	738
1638		16	+	615	=	631
1639		804	+	6	=	810
1640		368	+	641	=	1009
1641		335	+	698	=	1033
1642		325	+	313	=	638
1643		23	+	312	=	335
1644		618	+	457	=	1075
1645		396	+	339	=	735
1646		86	+	94	=	180
1647		846	+	43	=	889
1648		522	+	911	=	1433
1649		280	+	455	=	735
1650		358	+	847	=	1205
1651		870	+	990	=	1860
1652		873	+	327	=	1200
1653		413	+	454	=	867
1654		896	+	472	=	1368
1655		450	+	241	=	691
1656		641	+	646	=	1287
1657		525	+	213	=	738
1658		824	+	929	=	1753
1659		695	+	403	=	1098
1660		594	+	993	=	1587
1661		67	+	187	=	254
1662		640	+	79	=	719
1663		41	+	125	=	166
1664		534	+	860	=	1394
1665		0	+	907	=	907
1666		621	+	692	=	1313
1667		293	+	117	=	410
1668		717	+	403	=	1120
1669		943	+	893	=	1836
1670		639	+	11	=	650
1671		925	+	28	=	953
1672		978	+	748	=	1726
1673		850	+	892	=	1742
1674		444	+	654	=	1098
1675		623	+	353	=	976
1676		36	+	547	=	583
1677		346	+	826	=	1172
1678		61	+	904	=	965
1679		238	+	571	=	809
1680		886	+	405	=	1291
1681		299	+	56	=	355
1682		728	+	267	=	995
1683		751	+	19	=	770
1684		991	+	166	=	1157
1685		717	+	846	=	1563
1686		93	+	187	=	280
1687		421	+	912	=	1333
1688		867	+	299	=	1166
1689		444	+	897	=	1341
1690		201	+	328	=	529
1691		942	+	104	=	1046
1692		768	+	768	=	1536
1693		641	+	296	=	937
1694		262	+	720	=	982
1695		244	+	918	=	1162
1696		625	+	219	=	844
1697		584	+	174	=	758
1698		984	+	459	=	1443
1699		149	+	14	=	163
1700		695	+	503	=	1198
1701		32	+	851	=	883
1702		537	+	814	=	1351
1703		363	+	651	=	1014
1704		219	+	290	=	509
1705		917	+	683	=	1600
1706		918	+	584	=	1502
1707		252	+	586	=	838
1708		269	+	248	=	517
1709		137	+	397	=	534
1710		424	+	168	=	592
1711		27	+	148	=	175
1712		993	+	382	=	1375
1713		271	+	669	=	940
1714		893	+	877	=	1770
1715		14	+	104	=	118
1716		484	+	943	=	1427
1717		495	+	811	=	1306
1718		293	+	892	=	1185
1719		798	+	990	=	1788
1720		299	+	890	=	1189
1721		493	+	74	=	567
1722		549	+	774	=	1323
1723		314	+	173	=	487
1724		69	+	218	=	287
1725		865	+	833	=	1698
1726		238	+	911	=	1149
1727		252	+	463	=	715
1728		508	+	149	=	657
1729		88	+	245	=	333
1730		231	+	920	=	1151
1731		106	+	271	=	377
1732		368	+	421	=	789
1733		258	+	157	=	415
1734		647	+	982	=	1629
1735		238	+	122	=	360
1736		723	+	906	=	1629
1737		706	+	189	=	895
1738		156	+	345	=	501
1739		351	+	923	=	1274
1740		118	+	550	=	668
1741		97	+	836	=	933
1742		591	+	406	=	997
1743		510	+	813	=	1323
1744		651	+	880	=	1531
1745		844	+	743	=	1587
1746		741	+	245	=	986
1747		578	+	949	=	1527
1748		705	+	514	=	1219
1749		785	+	227	=	1012
1750		624	+	204	=	828
1751		356	+	917	=	1273
1752		227	+	555	=	782
1753		102	+	286	=	388
1754		468	+	698	=	1166
1755		979	+	411	=	1390
1756		489	+	758	=	1247
1757		490	+	775	=	1265
1758		410	+	132	=	542
1759		89	+	296	=	385
1760		950	+	112	=	1062
1761		122	+	529	=	651
1762		672	+	836	=	1508
1763		277	+	553	=	830
1764		976	+	670	=	1646
1765		85	+	652	=	737
1766		751	+	397	=	1148
1767		751	+	1	=	752
1768		435	+	693	=	1128
1769		72	+	916	=	988
1770		716	+	328	=	1044
1771		511	+	125	=	636
1772		838	+	296	=	1134
1773		939	+	544	=	1483
1774		56	+	826	=	882
1775		902	+	758	=	1660
1776		588	+	21	=	609
1777		586	+	108	=	694
1778		777	+	628	=	1405
1779		979	+	947	=	1926
1780		549	+	280	=	829
1781		245	+	128	=	373
1782		62	+	426	=	488
1783		719	+	677	=	1396
1784		91	+	47	=	138
1785		785	+	231	=	1016
1786		406	+	684	=	1090
1787		954	+	769	=	1723
1788		709	+	956	=	1665
1789		421	+	945	=	1366
1790		465	+	16	=	481
1791		860	+	497	=	1357
1792		335	+	190	=	525
1793		677	+	49	=	726
1794		5	+	886	=	891
1795		388	+	675	=	1063
1796		143	+	377	=	520
1797		130	+	487	=	617
1798		555	+	482	=	1037
1799		253	+	0	=	253
1800		754	+	289	=	1043
1801		488	+	215	=	703
1802		8	+	310	=	318
1803		940	+	799	=	1739
1804		997	+	707	=	1704
1805		454	+	304	=	758
1806		237	+	485	=	722
1807		499	+	792	=	1291
1808		613	+	612	=	1225
1809		682	+	983	=	1665
1810		351	+	129	=	480
1811		137	+	33	=	170
1812		600	+	864	=	1464
1813		683	+	857	=	1540
1814		968	+	710	=	1678
1815		968	+	708	=	1676
1816		641	+	732	=	1373
1817		437	+	684	=	1121
1818		499	+	701	=	1200
1819		869	+	583	=	1452
1820		256	+	692	=	948
1821		640	+	87	=	727
1822		12	+	810	=	822
1823		820	+	835	=	1655
1824		663	+	615	=	1278
1825		897	+	677	=	1574
1826		774	+	134	=	908
1827		553	+	533	=	1086
1828		878	+	286	=	1164
1829		624	+	734	=	1358
1830		75	+	349	=	424
1831		712	+	984	=	1696
1832		624	+	792	=	1416
1833		504	+	822	=	1326
1834		55	+	913	=	968
1835		462	+	473	=	935
1836		84	+	160	=	244
1837		122	+	53	=	175
1838		397	+	822	=	1219
1839		750	+	337	=	1087
1840		917	+	6	=	923
1841		931	+	197	=	1128
1842		505	+	236	=	741
1843		357	+	599	=	956
1844		290	+	898	=	1188
1845		985	+	447	=	1432
1846		84	+	592	=	676
1847		725	+	996	=	1721
1848		855	+	828	=	1683
1849		338	+	342	=	680
1850		428	+	795	=	1223
1851		742	+	37	=	779
1852		506	+	767	=	1273
1853		53	+	793	=	846
1854		505	+	146	=	651
1855		609	+	924	=	1533
1856		854	+	465	=	1319
1857		239	+	206	=	445
1858		209	+	492	=	701
1859		499	+	175	=	674
1860		36	+	61	=	97
1861		647	+	618	=	1265
1862		13	+	727	=	740
1863		712	+	896	=	1608
1864		909	+	841	=	1750
1865		130	+	90	=	220
1866		34	+	915	=	949
1867		286	+	523	=	809
1868		666	+	344	=	1010
1869		736	+	37	=	773
1870		416	+	893	=	1309
1871		949	+	971	=	1920
1872		844	+	777	=	1621
1873		285	+	200	=	485
1874		590	+	285	=	875
1875		325	+	118	=	443
1876		668	+	6	=	674
1877		729	+	8	=	737
1878		541	+	225	=	766
1879		536	+	980	=	1516
1880		716	+	470	=	1186
1881		384	+	747	=	1131
1882		328	+	936	=	1264
1883		204	+	700	=	904
1884		523	+	364	=	887
1885		411	+	40	=	451
1886		250	+	504	=	754
1887		483	+	766	=	1249
1888		141	+	670	=	811
1889		845	+	506	=	1351
1890		88	+	256	=	344
1891		107	+	266	=	373
1892		857	+	678	=	1535
1893		199	+	674	=	873
1894		155	+	191	=	346
1895		990	+	832	=	1822
1896		858	+	996	=	1854
1897		917	+	290	=	1207
1898		967	+	707	=	1674
1899		234	+	246	=	480
1900		462	+	402	=	864
1901		239	+	426	=	665
1902		95	+	906	=	1001
1903		314	+	350	=	664
1904		586	+	279	=	865
1905		776	+	822	=	1598
1906		879	+	301	=	1180
1907		812	+	676	=	1488
1908		164	+	357	=	521
1909		570	+	38	=	608
1910		312	+	144	=	456
1911		561	+	180	=	741
1912		200	+	643	=	843
1913		856	+	61	=	917
1914		647	+	939	=	1586
1915		808	+	290	=	1098
1916		452	+	979	=	1431
1917		618	+	419	=	1037
1918		7	+	284	=	291
1919		547	+	977	=	1524
1920		675	+	613	=	1288
1921		709	+	371	=	1080
1922		642	+	339	=	981
1923		336	+	621	=	957
1924		501	+	34	=	535
1925		129	+	358	=	487
1926		436	+	469	=	905
1927		897	+	504	=	1401
1928		798	+	202	=	1000
1929		105	+	238	=	343
1930		32	+	65	=	97
1931		516	+	481	=	997
1932		579	+	23	=	602
1933		727	+	771	=	1498
1934		313	+	382	=	695
1935		140	+	816	=	956
1936		488	+	319	=	807
1937		589	+	513	=	1102
1938		259	+	851	=	1110
1939		271	+	283	=	554
1940		364	+	38	=	402
1941		12	+	184	=	196
1942		759	+	501	=	1260
1943		574	+	733	=	1307
1944		59	+	714	=	773
1945		649	+	595	=	1244
1946		522	+	541	=	1063
1947		416	+	377	=	793
1948		52	+	565	=	617
1949		891	+	138	=	1029
1950		310	+	967	=	1277
1951		55	+	787	=	842
1952		224	+	222	=	446
1953		439	+	441	=	880
1954		648	+	804	=	1452
1955		834	+	368	=	1202
1956		441	+	872	=	1313
1957		668	+	974	=	1642
1958		176	+	137	=	313
1959		633	+	241	=	874
1960		745	+	18	=	763
1961		15	+	974	=	989
1962		252	+	846	=	1098
1963		956	+	524	=	1480
1964		966	+	581	=	1547
1965		144	+	240	=	384
1966		334	+	296	=	630
1967		876	+	27	=	903
1968		205	+	18	=	223
1969		291	+	641	=	932
1970		465	+	191	=	656
1971		471	+	259	=	730
1972		700	+	217	=	917
1973		16	+	943	=	959
1974		624	+	64	=	688
1975		505	+	157	=	662
1976		502	+	666	=	1168
1977		275	+	46	=	321
1978		632	+	789	=	1421
1979		46	+	145	=	191
1980		3	+	152	=	155
1981		901	+	326	=	1227
1982		153	+	184	=	337
1983		649	+	350	=	999
1984		405	+	346	=	751
1985		25	+	970	=	995
1986		336	+	795	=	1131
1987		793	+	323	=	1116
1988		532	+	856	=	1388
1989		896	+	210	=	1106
1990		776	+	692	=	1468
1991		550	+	290	=	840
1992		795	+	852	=	1647
1993		350	+	315	=	665
1994		36	+	361	=	397
1995		760	+	984	=	1744
1996		729	+	534	=	1263
1997		50	+	82	=	132
1998		806	+	936	=	1742
1999		584	+	790	=	1374
2000		617	+	182	=	799
2001		66	+	116	=	182
2002		388	+	425	=	813
2003		101	+	610	=	711
2004		450	+	982	=	1432
2005		621	+	193	=	814
2006		38	+	754	=	792
2007		593	+	895	=	1488
2008		280	+	638	=	918
2009		167	+	420	=	587
2010		345	+	883	=	1228
2011		865	+	696	=	1561
2012		833	+	390	=	1223
2013		632	+	189	=	821
2014		839	+	183	=	1022
2015		817	+	129	=	946
2016		753	+	679	=	1432
2017		613	+	600	=	1213
2018		252	+	145	=	397
2019		861	+	151	=	1012
2020		318	+	963	=	1281
2021		813	+	907	=	1720
2022		554	+	476	=	1030
2023		617	+	211	=	828
2024		429	+	264	=	693
2025		966	+	531	=	1497
2026		942	+	698	=	1640
2027		522	+	155	=	677
2028		587	+	257	=	844
2029		158	+	464	=	622
2030		762	+	510	=	1272
2031		946	+	65	=	1011
2032		380	+	165	=	545
2033		946	+	540	=	1486
2034		297	+	42	=	339
2035		464	+	194	=	658
2036		584	+	270	=	854
2037		715	+	200	=	915
2038		206	+	106	=	312
2039		302	+	696	=	998
2040		833	+	611	=	1444
2041		67	+	415	=	482
2042		645	+	175	=	820
2043		354	+	448	=	802
2044		919	+	79	=	998
2045		988	+	321	=	1309
2046		592	+	597	=	1189
2047		197	+	509	=	706
2048		652	+	71	=	723
2049		658	+	122	=	780
2050		859	+	997	=	1856
2051		999	+	899	=	1898
2052		120	+	320	=	440
2053		36	+	984	=	1020
2054		912	+	915	=	1827
2055		953	+	485	=	1438
2056		741	+	199	=	940
2057		567	+	208	=	775
2058		844	+	169	=	1013
2059		681	+	879	=	1560
2060		108	+	207	=	315
2061		259	+	706	=	965
2062		849	+	75	=	924
2063		26	+	124	=	150
2064		607	+	774	=	1381
2065		884	+	128	=	1012
2066		546	+	145	=	691
2067		481	+	714	=	1195
2068		149	+	168	=	317
2069		338	+	307	=	645
2070		793	+	504	=	1297
